Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-10 00:00:00+05:30,1264.5,1266.5,1245.550048828125,1253.6500244140625,6970972,0.0,0.0
2025-02-11 00:00:00+05:30,1264.550048828125,1264.550048828125,1230.0999755859375,1234.8499755859375,8859714,0.0,0.0
2025-02-12 00:00:00+05:30,1219.449951171875,1226.9000244140625,1193.3499755859375,1216.550048828125,21131654,0.0,0.0
2025-02-13 00:00:00+05:30,1217.050048828125,1228.0,1212.0,1216.0999755859375,8511216,0.0,0.0
2025-02-14 00:00:00+05:30,1219.0,1224.0,1205.449951171875,1217.25,10298145,0.0,0.0
2025-02-17 00:00:00+05:30,1211.0999755859375,1227.5,1204.5,1224.9000244140625,8166683,0.0,0.0
2025-02-18 00:00:00+05:30,1224.8499755859375,1229.9000244140625,1216.0999755859375,1225.4000244140625,6673250,0.0,0.0
2025-02-19 00:00:00+05:30,1219.5,1232.75,1217.550048828125,1227.449951171875,6217338,0.0,0.0
2025-02-20 00:00:00+05:30,1223.949951171875,1239.3499755859375,1222.0,1233.0,7795582,0.0,0.0
2025-02-21 00:00:00+05:30,1228.699951171875,1240.0,1222.1500244140625,1228.1500244140625,6904025,0.0,0.0
2025-02-24 00:00:00+05:30,1216.550048828125,1223.25,1210.5,1214.550048828125,7172498,0.0,0.0
2025-02-25 00:00:00+05:30,1211.0,1221.0,1201.5,1204.0,11552182,0.0,0.0
2025-02-27 00:00:00+05:30,1212.800048828125,1215.0,1200.6500244140625,1207.0999755859375,11509215,0.0,0.0
2025-02-28 00:00:00+05:30,1202.0,1217.3499755859375,1193.300048828125,1200.0999755859375,23007298,0.0,0.0
2025-03-03 00:00:00+05:30,1204.0,1206.449951171875,1156.0,1171.25,17944938,0.0,0.0
2025-03-04 00:00:00+05:30,1162.199951171875,1174.0,1159.550048828125,1161.9000244140625,11377373,0.0,0.0
2025-03-05 00:00:00+05:30,1161.0,1183.0,1157.0,1175.5999755859375,8664095,0.0,0.0
2025-03-06 00:00:00+05:30,1197.0,1213.949951171875,1185.1500244140625,1209.5999755859375,14468014,0.0,0.0
2025-03-07 00:00:00+05:30,1216.0,1254.800048828125,1212.0,1249.800048828125,16474965,0.0,0.0
2025-03-10 00:00:00+05:30,1245.0,1258.0,1235.4000244140625,1238.4000244140625,11931051,0.0,0.0
2025-03-11 00:00:00+05:30,1240.0,1249.5,1229.75,1247.300048828125,10089838,0.0,0.0
2025-03-12 00:00:00+05:30,1258.0,1263.0,1244.0,1257.050048828125,11977555,0.0,0.0
2025-03-13 00:00:00+05:30,1260.050048828125,1264.1500244140625,1243.8499755859375,1247.9000244140625,9505270,0.0,0.0
2025-03-17 00:00:00+05:30,1242.1500244140625,1257.4000244140625,1233.0999755859375,1238.8499755859375,16640917,0.0,0.0
2025-03-18 00:00:00+05:30,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0,0.0,0.0
2025-03-19 00:00:00+05:30,1241.050048828125,1253.25,1238.800048828125,1247.1500244140625,16162399,0.0,0.0
2025-03-20 00:00:00+05:30,1251.8499755859375,1273.0,1250.050048828125,1269.1500244140625,15971477,0.0,0.0
